,data.horse.bloodline,data.horse.breed_type,data.horse.color,data.horse.gen,data.horse.horse_type,data.horse.img_url,data.horse.inserted_at,data.horse.name,data.horse.nft_id,data.horse.parents,data.horse.race_statistic.first_place_finishes,data.horse.race_statistic.free_win_rate,data.horse.race_statistic.number_of_free_races,data.horse.race_statistic.number_of_paid_races,data.horse.race_statistic.number_of_races,data.horse.race_statistic.paid_win_rate,data.horse.race_statistic.second_place_finishes,data.horse.race_statistic.third_place_finishes,data.horse.race_statistic.win_rate,data.horse.super_coat
0,Nakamoto,elite,Egyptian Blue,Z8,Colt,https://img.zed.run/horses/1034A6.png,2022-07-07T02:23:34,Foli,439190,"[{'name': 'Aniri', 'nft_id': 407992}, {'name': 'The Marton Muscler', 'nft_id': 165294}]",8,7.77,103,12,115,0.0,13,12,6.96,False
0,Finney,exclusive,Cosmic Latte,Z10,Colt,https://img.zed.run/horses/FFF8E7.png,2022-07-07T02:31:25,Cybersmoke,439191,"[{'name': 'CyberKong', 'nft_id': 92973}, {'name': 'Platinum Smoke', 'nft_id': 26541}]",3,1.6,187,0,187,0.0,7,14,1.6,False
0,Nakamoto,legendary,Big Dip O’Ruby,Z2,Mare,https://img.zed.run/horses/9C2542.png,2021-12-30T03:29:29,Loulou & Boutin,177048,"[{'name': ""Don't Play Games"", 'nft_id': 461}, {'name': 'Wacky Dream', 'nft_id': 168}]",11,18.33,60,17,77,0.0,13,10,14.29,False
0,Buterin,exclusive,Burnt Umber,Z17,Colt,https://img.zed.run/horses/8A3324.png,2022-07-07T02:37:35,Space People,439194,"[{'name': 'People are People', 'nft_id': 193676}, {'name': 'Space Tracker', 'nft_id': 24015}]",13,17.91,67,25,92,4.0,8,6,14.13,False
0,Nakamoto,elite,Ghost White,Z10,Colt,https://img.zed.run/horses/FFFFFF.png,2022-07-07T02:39:24,Ghost of Boshi,439196,"[{'name': 'MASACCIO', 'nft_id': 344616}, {'name': 'Touch Down', 'nft_id': 582}]",3,4.55,66,17,83,0.0,2,9,3.61,False
0,Nakamoto,cross,China Rose,Z15,Mare,https://img.zed.run/horses/A8516E.png,2022-07-07T02:44:46,Baby Making Dream,439197,"[{'name': 'Choctaw Baby', 'nft_id': 39930}, {'name': 'Touch Down', 'nft_id': 582}]",1,1.96,51,0,51,0.0,3,2,1.96,False
0,Buterin,pacer,Flex,Z205,Stallion,https://img.zed.run/horses/EEDC82.png,2022-07-07T02:52:05,Uneighcorn,439199,"[{'name': 'Winnie Flex', 'nft_id': 423784}, {'name': 'Touch Down', 'nft_id': 582}]",8,7.08,113,28,141,0.0,14,22,5.67,False
0,Finney,elite,Crimson Tide,Z20,Filly,https://img.zed.run/horses/DC143C.png,2022-07-07T03:01:58,Birth of Everything,439208,"[{'name': 'Tragic Birth', 'nft_id': 118880}, {'name': 'Everything', 'nft_id': 29817}]",0,0.0,12,0,12,0.0,1,1,0.0,False
0,Buterin,cross,Cerulean Frost,Z40,Colt,https://img.zed.run/horses/6D9BC3.png,2022-07-07T03:12:01,Beat Vonly,439210,"[{'name': 'Choice Cross', 'nft_id': 383187}, {'name': 'Fandango Pride', 'nft_id': 374696}]",2,22.22,9,0,9,0.0,1,0,22.22,False
0,Buterin,cross,AO,Z39,Colt,https://img.zed.run/horses/008000.png,2022-07-07T03:14:21,No Good Choice,439212,"[{'name': 'Choice Cross', 'nft_id': 383187}, {'name': 'Genius Pride', 'nft_id': 14121}]",0,0.0,5,0,5,0.0,0,0,0.0,False
0,Finney,exclusive,Shadow Fighter,Z25,Stallion,https://img.zed.run/horses/BFAFB2.png,2022-07-07T03:20:23,War Stallion,439214,"[{'name': 'Follow the White Horse', 'nft_id': 168155}, {'name': 'War Plane', 'nft_id': 39481}]",38,11.0,209,130,339,11.54,32,34,11.21,False
0,Szabo,exclusive,Field Drab,Z6,Mare,https://img.zed.run/horses/6C541E.png,2021-12-30T04:37:22,Macpherson,177075,"[{'name': 'Naked Blues', 'nft_id': 156171}, {'name': 'Jumbo Champion', 'nft_id': 66082}]",4,6.78,59,1,60,0.0,6,10,6.67,False
0,Nakamoto,exclusive,Bright Cerulean,Z4,Mare,https://img.zed.run/horses/1DACD6.png,2022-07-07T03:33:34,Dark SymphonyS,439220,"[{'name': 'Darkness Fall', 'nft_id': 423825}, {'name': 'Mulcahey', 'nft_id': 406543}]",11,6.01,183,14,197,0.0,18,23,5.58,False
0,Buterin,elite,English Vermillion,Z28,Mare,https://img.zed.run/horses/CC474B.png,2022-07-07T03:39:24,Nunchuxx,439221,"[{'name': 'Skuxx', 'nft_id': 137606}, {'name': 'Mary Neighra', 'nft_id': 85689}]",27,12.05,166,64,230,10.94,20,6,11.74,False
0,Szabo,exclusive,White Smoke,Z7,Colt,https://img.zed.run/horses/F5F5F5.png,2022-07-07T03:25:56,Smoke em Up,439219,"[{'name': 'Ice Bowl', 'nft_id': 64679}, {'name': 'While Smiling', 'nft_id': 1203}]",8,5.71,105,62,167,3.23,17,17,4.79,False
0,Buterin,legendary,Rosy Brown,Z20,Colt,https://img.zed.run/horses/BC8F8F.png,2021-12-30T04:40:45,Gustav,177076,"[{'name': 'English Summer', 'nft_id': 43898}, {'name': 'Do Not Feed', 'nft_id': 26461}]",263,12.17,1430,631,2061,14.1,165,120,12.76,False
0,Buterin,legendary,Electric Violet,Z19,Mare,https://img.zed.run/horses/8F00FF.png,2022-02-25T04:29:46,Hi Everyone,308152,"[{'name': 'Used Bills', 'nft_id': 44069}, {'name': 'Yorkee Mo Sabee', 'nft_id': 43382}]",11,4.35,253,2,255,0.0,25,15,4.31,False
0,Nakamoto,exclusive,Field Drab,Z4,Colt,https://img.zed.run/horses/6C541E.png,2022-07-07T03:46:42,Sloppy Tuna,439224,"[{'name': 'Hot Biscuit', 'nft_id': 422406}, {'name': 'Raff Star', 'nft_id': 24970}]",14,7.41,189,9,198,0.0,28,15,7.07,False
0,Buterin,elite,Caribbean Green,Z25,Colt,https://img.zed.run/horses/00CC99.png,2022-02-25T04:31:13,Fabinho YNWA,308154,"[{'name': 'Candy Stripe', 'nft_id': 85438}, {'name': 'Used Bills', 'nft_id': 44069}]",0,0.0,19,0,19,0.0,1,1,0.0,False
0,Finney,exclusive,Shadow Fighter,Z11,Colt,https://img.zed.run/horses/BFAFB2.png,2021-12-30T04:46:25,Boston Tea Party,177081,"[{'name': 'Tea Cup', 'nft_id': 156172}, {'name': 'Laugh Tax', 'nft_id': 1771}]",46,7.46,590,16,606,12.5,65,58,7.59,False
0,Buterin,exclusive,Black Chocolate,Z30,Filly,https://img.zed.run/horses/1B1811.png,2022-07-07T04:03:19,Big Valley,439228,"[{'name': 'Matriarch Valley', 'nft_id': 414243}, {'name': 'Big Windmill', 'nft_id': 13166}]",16,9.58,167,0,167,0.0,10,17,9.58,False
0,Buterin,exclusive,Dark Moss,Z21,Colt,https://img.zed.run/horses/4A5D23.png,2022-07-07T04:18:40,Graves Disease,439236,"[{'name': 'Talkin Bout Practice', 'nft_id': 346863}, {'name': 'Inosuke Hashibira', 'nft_id': 210192}]",0,0.0,27,0,27,0.0,2,0,0.0,False
0,Finney,exclusive,Electric Violet,Z13,Mare,https://img.zed.run/horses/8F00FF.png,2022-07-07T04:39:41,Wheyfu,439242,"[{'name': 'Not Your Bro', 'nft_id': 356400}, {'name': 'Stone Hoof', 'nft_id': 21863}]",43,11.56,372,1,373,0.0,39,28,11.53,False
0,Buterin,cross,Oval Orchid,Z21,Colt,https://img.zed.run/horses/DA70D6.png,2022-07-07T04:43:01,Talking In Straight Lines,439244,"[{'name': 'Darke Romance', 'nft_id': 371153}, {'name': 'Unable To Avert My Eyes', 'nft_id': 46786}]",0,0.0,3,0,3,0.0,0,0,0.0,False
0,Szabo,elite,Taupe,Z8,Mare,https://img.zed.run/horses/715C56.png,2022-07-07T04:54:54,Trickle boom,439246,"[{'name': 'Ready Set Concentrate', 'nft_id': 357896}, {'name': 'Richard Trickle', 'nft_id': 159796}]",0,0.0,58,2,60,0.0,11,6,0.0,False
0,Nakamoto,elite,Flex,Z6,Filly,https://img.zed.run/horses/EEDC82.png,2022-07-07T05:00:37,LBFleeting,439250,"[{'name': 'Fleeting Sight', 'nft_id': 153890}, {'name': 'LBJ Goat', 'nft_id': 17766}]",3,3.13,64,19,83,5.26,6,10,3.61,False
0,Buterin,exclusive,Shadow Fighter,Z27,Mare,https://img.zed.run/horses/BFAFB2.png,2021-12-30T06:05:28,Shadow Fury,177113,"[{'name': 'Pinky with the Brain', 'nft_id': 140859}, {'name': 'Aerated Chocolate', 'nft_id': 21977}]",0,0.0,20,0,20,0.0,1,3,0.0,False
0,Buterin,exclusive,Anti-Flash White,Z29,Mare,https://img.zed.run/horses/F2F3F4.png,2021-12-30T06:05:54,White Fury,177114,"[{'name': 'Miss Brain', 'nft_id': 157836}, {'name': 'Aerated Chocolate', 'nft_id': 21977}]",0,0.0,36,1,37,0.0,0,0,0.0,False
0,Nakamoto,legendary,Cosmic Latte,Z4,Colt,https://img.zed.run/horses/FFF8E7.png,2022-07-07T06:01:05,Last Buck,439258,"[{'name': 'Home Run Kitten', 'nft_id': 24687}, {'name': 'On Point', 'nft_id': 648}]",3,5.13,39,8,47,12.5,6,9,6.38,False
0,Buterin,genesis,Bittersweet Shimmer,Z10,Colt,https://img.zed.run/horses/BF4F51.png,2021-07-10T07:54:20,God Personified,46042,[],6,8.0,75,3,78,0.0,7,7,7.69,False
0,Buterin,genesis,China Pink,Z10,Stallion,https://img.zed.run/horses/DE6FA1.png,2021-07-10T07:54:23,Alone Ranger,46047,[],19,10.91,165,23,188,4.35,24,9,10.11,False
0,Buterin,genesis,Fuzzy Wuzzy,Z10,Stallion,https://img.zed.run/horses/CC6666.png,2021-07-10T07:54:28,Dotted Notes,46052,[],0,0.0,27,0,27,0.0,2,2,0.0,False
0,Finney,exclusive,Dark Lava,Z11,Mare,https://img.zed.run/horses/483C32.png,2022-07-07T06:07:58,Wendy Byrde,439269,"[{'name': 'El Alegre', 'nft_id': 392543}, {'name': 'Juniper Berries', 'nft_id': 122692}]",124,15.38,429,415,844,13.98,79,50,14.69,False
0,Buterin,legendary,Burlywood,Z15,Colt,https://img.zed.run/horses/DEB887.png,2021-12-30T06:58:06,Quit Foaling Around,177124,"[{'name': 'Echoing', 'nft_id': 22222}, {'name': 'Te Rangi', 'nft_id': 3134}]",2,3.92,51,4,55,0.0,4,5,3.64,False
0,Buterin,exclusive,Firebrick,Z14,Colt,https://img.zed.run/horses/B22222.png,2021-12-30T07:19:32,Red Trot Chili Pepper,177127,"[{'name': ""Ted Laszo's Daughter"", 'nft_id': 141724}, {'name': 'Echoing', 'nft_id': 22222}]",1,2.78,36,0,36,0.0,1,5,2.78,False
0,Nakamoto,exclusive,Fawn,Z4,Stallion,https://img.zed.run/horses/E5AA70.png,2022-07-07T06:34:54,Daiwa,439273,"[{'name': 'Star Gown', 'nft_id': 214076}, {'name': 'Mister Kitsune', 'nft_id': 150499}]",64,28.09,178,113,291,12.39,39,33,21.99,False
0,Szabo,elite,Bleu De France,Z20,Mare,https://img.zed.run/horses/318CE7.png,2022-07-07T06:38:02,Super Confused,439275,"[{'name': 'Daenerys dynasty', 'nft_id': 420992}, {'name': 'Mister Copper', 'nft_id': 411121}]",6,5.06,79,12,91,16.67,17,12,6.59,False
0,Buterin,exclusive,Colombo Spice,Z26,Colt,https://img.zed.run/horses/FF3800.png,2022-07-07T06:45:09,Blinder Boy,439276,"[{'name': 'Heaven Scent', 'nft_id': 422153}, {'name': 'Doom or Destiny', 'nft_id': 60523}]",0,0.0,8,0,8,0.0,1,0,0.0,False
0,Buterin,exclusive,Byzantium,Z19,Colt,https://img.zed.run/horses/702963.png,2022-07-07T06:59:12,Sir Deep Purple,439278,"[{'name': 'Triton god', 'nft_id': 71066}, {'name': 'My Lord Fry', 'nft_id': 42822}]",9,8.18,110,8,118,0.0,9,7,7.63,False
0,Buterin,pacer,Sienna,Z112,Mare,https://img.zed.run/horses/3C1414.png,2022-07-07T07:03:44,Jake is a Bad Horse,439280,"[{'name': 'Jake The Horse Sucks', 'nft_id': 417573}, {'name': 'Japan â\x80\x99s A Theme', 'nft_id': 46604}]",1,1.59,63,1,64,0.0,2,3,1.56,False
0,Szabo,cross,Hairy Canary,Z40,Colt,https://img.zed.run/horses/FFFF99.png,2022-07-07T07:05:02,Grunge,439281,"[{'name': 'Loan Victim', 'nft_id': 418836}, {'name': 'Lone and Alone', 'nft_id': 418831}]",5,5.21,96,0,96,0.0,12,15,5.21,False
0,Buterin,cross,Cinereous,Z18,Filly,https://img.zed.run/horses/98817B.png,2022-07-07T07:18:45,Right Mom,439283,"[{'name': 'Mister Copper', 'nft_id': 411121}, {'name': 'Jersey Brown', 'nft_id': 29245}]",0,0.0,10,0,10,0.0,0,0,0.0,False
0,Buterin,genesis,Brown Sugar,Z10,Filly,https://img.zed.run/horses/AF6E4D.png,2021-07-10T07:58:14,Judicial Dwelling,46068,[],0,0.0,1,2,3,0.0,0,0,0.0,False
0,Szabo,legendary,Stronghold Ivory,Z5,Stallion,https://img.zed.run/horses/CDCDC1.png,2021-12-30T08:24:10,Good Remember,177143,"[{'name': 'Growing Up Is Good', 'nft_id': 1094}, {'name': 'As Bad As You Remember', 'nft_id': 592}]",14,17.91,67,10,77,20.0,11,9,18.18,False
0,Nakamoto,legendary,Battle Horse Gray,Z4,Colt,https://img.zed.run/horses/848482.png,2022-07-07T07:43:19,Stable Stealer,439288,"[{'name': 'Tip Jar Stealer', 'nft_id': 794}, {'name': 'Stable Coin', 'nft_id': 655}]",13,9.09,88,135,223,3.7,11,20,5.83,False
0,Nakamoto,legendary,Midnight Black,Z4,Filly,https://img.zed.run/horses/000000.png,2022-07-07T07:44:16,BatSoup,439289,"[{'name': 'The Underworld', 'nft_id': 656}, {'name': 'Stable Coin', 'nft_id': 655}]",4,33.33,12,3,15,0.0,1,2,26.67,False
0,Nakamoto,legendary,Battle Horse Gray,Z4,Mare,https://img.zed.run/horses/848482.png,2022-07-07T07:44:18,Shade Coin,439290,"[{'name': 'Shade Horse', 'nft_id': 800}, {'name': 'Stable Coin', 'nft_id': 655}]",1,1.79,56,0,56,0.0,6,5,1.79,False
0,Buterin,genesis,Fandango,Z10,Stallion,https://img.zed.run/horses/B53389.png,2021-07-10T07:58:22,Easy Beast,46078,[],39,14.8,196,116,312,8.62,23,21,12.5,False
0,Nakamoto,elite,Arylide Yellow,Z9,Mare,https://img.zed.run/horses/E9D66B.png,2022-02-25T04:50:08,Gazillion Heir,308223,"[{'name': 'Secret 3illions Mania', 'nft_id': 179227}, {'name': 'Precious Coral', 'nft_id': 60924}]",9,6.77,133,3,136,0.0,11,11,6.62,False
0,Buterin,cross,Cosmic Latte,Z29,Colt,https://img.zed.run/horses/FFF8E7.png,2022-02-25T04:50:27,Can't SC Too,308225,"[{'name': 'Yellow Stones', 'nft_id': 73654}, {'name': 'Big Hairy', 'nft_id': 68691}]",0,0.0,19,0,19,0.0,0,0,0.0,False
0,Finney,exclusive,Dark Lava,Z13,Stallion,https://img.zed.run/horses/483C32.png,2022-07-07T08:27:13,Murray Hewitt,439300,"[{'name': 'Shadow Hunters', 'nft_id': 412374}, {'name': 'El Alegre', 'nft_id': 392543}]",62,11.91,319,169,488,14.2,48,50,12.7,False
0,Finney,elite,Battle Horse Gray,Z24,Colt,https://img.zed.run/horses/848482.png,2022-07-07T08:54:54,Fireburn Freddy,439302,"[{'name': 'Falling Snow', 'nft_id': 94717}, {'name': 'Unworldly', 'nft_id': 66322}]",1,3.03,33,4,37,0.0,0,3,2.7,False
0,Szabo,exclusive,Alabaster,Z10,Colt,https://img.zed.run/horses/F2F0E6.png,2022-07-07T09:28:30,Born Insane,439304,"[{'name': 'Born To Be Seen', 'nft_id': 406859}, {'name': 'Insane Jackpot', 'nft_id': 398886}]",2,6.45,31,8,39,0.0,7,3,5.13,False
0,Nakamoto,elite,Dark Moss,Z7,Colt,https://img.zed.run/horses/4A5D23.png,2022-07-07T10:20:33,Sodaless,439312,"[{'name': 'Senseless', 'nft_id': 201281}, {'name': 'Pink Soda', 'nft_id': 196462}]",1,1.49,67,17,84,0.0,4,10,1.19,False
0,Nakamoto,elite,Sienna,Z10,Colt,https://img.zed.run/horses/3C1414.png,2022-07-07T10:45:50,Bermuda Express,439315,"[{'name': 'Bermuda Heart', 'nft_id': 424650}, {'name': 'Nakka Express', 'nft_id': 366662}]",6,7.89,76,1,77,0.0,6,9,7.79,False
0,Buterin,pacer,Suave Mauve,Z83,Colt,https://img.zed.run/horses/D473D4.png,2022-07-07T11:09:44,Obscene Rocket,439319,"[{'name': 'Like a Rocket', 'nft_id': 424358}, {'name': 'Obscene Diamond', 'nft_id': 413639}]",4,3.15,127,1,128,0.0,10,15,3.13,False
0,Nakamoto,cross,Slate Gray,Z9,Mare,https://img.zed.run/horses/708090.png,2022-07-07T11:10:20,The Placebo Effect,439320,"[{'name': 'Sublations', 'nft_id': 392677}, {'name': 'Shadow Star', 'nft_id': 9477}]",3,13.64,22,6,28,0.0,0,4,10.71,False
0,Szabo,elite,Oval Orchid,Z14,Filly,https://img.zed.run/horses/DA70D6.png,2022-07-07T11:13:43,Burt Wonderstone,439321,"[{'name': 'Fancy Simulation', 'nft_id': 69450}, {'name': 'Harbinger of Doom', 'nft_id': 65622}]",1,3.45,29,10,39,0.0,2,2,2.56,False
0,Buterin,genesis,Cerulean Frost,Z10,Mare,https://img.zed.run/horses/6D9BC3.png,2021-07-10T07:59:44,Liquid Lunch,46110,[],1,0.0,103,82,185,1.22,3,7,0.54,False
0,Buterin,genesis,Cerulean Frost,Z10,Stallion,https://img.zed.run/horses/6D9BC3.png,2021-07-10T07:59:44,Use All The Tricks,46111,[],155,11.39,922,548,1470,9.12,139,105,10.54,False
0,Buterin,legendary,Cal Poly Pomona,Z18,Filly,https://img.zed.run/horses/1E4D2B.png,2022-07-07T12:04:50,Proven Enemy,439328,"[{'name': 'American Enemy', 'nft_id': 43409}, {'name': 'Proven Point', 'nft_id': 21554}]",4,2.7,148,2,150,0.0,19,14,2.67,False
0,Buterin,genesis,Azure,Z10,Stallion,https://img.zed.run/horses/007FFF.png,2021-07-10T07:59:46,Tango Rock,46113,[],9,5.56,108,81,189,3.7,20,13,4.76,False
0,Szabo,exclusive,Fuzzy Wuzzy,Z9,Filly,https://img.zed.run/horses/CC6666.png,2022-07-07T12:08:24,Gone in 60 Second,439330,"[{'name': 'Freedom Formation', 'nft_id': 422316}, {'name': 'Mister Kitsune', 'nft_id': 150499}]",10,5.41,185,7,192,0.0,18,31,5.21,False
0,Buterin,genesis,Celestial Blue,Z10,Mare,https://img.zed.run/horses/4997D0.png,2021-07-10T07:59:40,Macedonia Matador,46115,[],1,4.0,25,3,28,0.0,2,2,3.57,False
0,Buterin,legendary,Fawn,Z18,Filly,https://img.zed.run/horses/E5AA70.png,2022-07-07T12:26:53,Alchemist Perfect Peace,439336,"[{'name': 'Be Perfect', 'nft_id': 24164}, {'name': 'Peacekeeper', 'nft_id': 12991}]",12,6.42,187,1,188,0.0,17,18,6.38,False
0,Finney,legendary,Cyclamen,Z12,Colt,https://img.zed.run/horses/F56FA1.png,2022-07-07T12:46:16,Sarcasm Dance,439344,"[{'name': 'Sarcasm Provider', 'nft_id': 24158}, {'name': 'Please Dance', 'nft_id': 13946}]",0,0.0,11,0,11,0.0,1,1,0.0,False
0,Finney,legendary,Destiny,Z13,Filly,https://img.zed.run/horses/872657.png,2022-07-07T12:46:21,Pam Beezley,439345,"[{'name': 'Thousand Leaves', 'nft_id': 21677}, {'name': 'Please Dance', 'nft_id': 13946}]",0,0.0,17,0,17,0.0,0,0,0.0,False
0,Finney,legendary,Suave Mauve,Z13,Filly,https://img.zed.run/horses/D473D4.png,2022-07-07T12:46:26,Japanese Elm,439346,"[{'name': 'Londa', 'nft_id': 22265}, {'name': 'Please Dance', 'nft_id': 13946}]",8,3.49,229,4,233,0.0,19,15,3.43,False
0,Nakamoto,legendary,Brown Sugar,Z3,Mare,https://img.zed.run/horses/AF6E4D.png,2021-12-30T15:16:47,Way Of The Past,177206,"[{'name': 'Hidden Goddess', 'nft_id': 23328}, {'name': 'Fibonacci', 'nft_id': 11791}]",4,3.7,108,2,110,0.0,12,12,3.64,False
0,Nakamoto,elite,Arylide Yellow,Z11,Mare,https://img.zed.run/horses/E9D66B.png,2022-07-07T13:08:30,Of Course,439350,"[{'name': 'Rapid Fire Filly', 'nft_id': 407630}, {'name': 'Saucey Horsey', 'nft_id': 380050}]",7,20.0,35,8,43,0.0,1,3,16.28,False
0,Nakamoto,elite,Egyptian Blue,Z7,Colt,https://img.zed.run/horses/1034A6.png,2022-07-07T13:09:48,Baloo Ocean,439352,"[{'name': 'Violet Arcadia', 'nft_id': 422264}, {'name': 'Depth Ocean', 'nft_id': 206713}]",6,5.22,115,3,118,0.0,14,16,5.08,False
0,Szabo,legendary,China Pink,Z8,Mare,https://img.zed.run/horses/DE6FA1.png,2022-07-07T13:27:33,Astrah,439358,"[{'name': ""Can't Catch Me"", 'nft_id': 13553}, {'name': 'Living Large', 'nft_id': 1979}]",1,2.08,48,13,61,0.0,6,5,1.64,False
0,Szabo,exclusive,Dartmouth Green,Z12,Colt,https://img.zed.run/horses/00703C.png,2022-07-07T13:29:24,Here For Long Term,439359,"[{'name': 'Brownell', 'nft_id': 65388}, {'name': 'Living Large', 'nft_id': 1979}]",7,6.25,112,2,114,0.0,7,13,6.14,False
0,Szabo,exclusive,Burnt Umber,Z8,Colt,https://img.zed.run/horses/8A3324.png,2022-07-07T13:31:14,Patriarchy,439360,"[{'name': 'Also Sprach Zarathustra', 'nft_id': 185488}, {'name': 'Living Large', 'nft_id': 1979}]",0,0.0,61,0,61,0.0,3,6,0.0,False
0,Buterin,genesis,Copper Penny,Z10,Stallion,https://img.zed.run/horses/AD6F69.png,2021-07-10T08:00:03,Withernsea,46150,[],8,4.4,182,11,193,0.0,14,20,4.15,False
0,Buterin,genesis,Fire Opal,Z10,Mare,https://img.zed.run/horses/E95C4B.png,2021-07-10T07:59:59,Word Words Everywhere,46152,[],1,3.33,30,0,30,0.0,2,4,3.33,False
0,Buterin,genesis,Desert Sand,Z10,Stallion,https://img.zed.run/horses/EDC9AF.png,2021-07-10T08:00:06,So Many People,46154,[],6,0.0,5,16,21,37.5,2,1,28.57,False
0,Buterin,legendary,Antique Brass,Z19,Stallion,https://img.zed.run/horses/CD9575.png,2021-07-10T08:01:03,Roy Mustang,46156,"[{'name': 'Craiglea Aldi', 'nft_id': 45645}, {'name': 'Franklin Roosevelt', 'nft_id': 24588}]",110,10.74,540,484,1024,10.74,78,74,10.74,False
0,Buterin,pacer,Brown Sugar,Z197,Colt,https://img.zed.run/horses/AF6E4D.png,2022-07-07T14:03:49,King Zyaire,439372,"[{'name': 'King Alonzo', 'nft_id': 421735}, {'name': 'Dilan Holt', 'nft_id': 213553}]",0,0.0,1,0,1,0.0,0,0,0.0,False
0,Buterin,exclusive,Eminence,Z13,Filly,https://img.zed.run/horses/6C3082.png,2022-07-07T14:37:59,Cyber Reckoning,439378,"[{'name': 'Cyber Force', 'nft_id': 130618}, {'name': 'The Reckoning', 'nft_id': 24918}]",0,0.0,15,0,15,0.0,2,3,0.0,False
0,Nakamoto,exclusive,Champagne Papi,Z3,Stallion,https://img.zed.run/horses/F1DDCF.png,2022-07-07T15:01:12,Bye!,439381,"[{'name': 'Ambitious Tramp', 'nft_id': 392497}, {'name': ""PS: I Don't Love You"", 'nft_id': 108}]",34,10.93,311,9,320,0.0,38,34,10.63,False
0,Nakamoto,exclusive,Chrome Yellow,Z4,Mare,https://img.zed.run/horses/FFA700.png,2022-07-07T15:49:02,Apache Bullet,439385,"[{'name': 'Ambitious Bullet', 'nft_id': 421962}, {'name': 'Triumphant Apache', 'nft_id': 142647}]",28,5.86,290,149,439,7.38,41,35,6.38,False
0,Szabo,exclusive,Dartmouth Green,Z8,Colt,https://img.zed.run/horses/00703C.png,2022-07-07T16:02:26,Nacho Salad,439386,"[{'name': 'Crowns Closed', 'nft_id': 416608}, {'name': 'Martillo', 'nft_id': 347511}]",15,13.46,104,41,145,2.44,19,16,10.34,False
0,Buterin,legendary,China Rose,Z19,Colt,https://img.zed.run/horses/A8516E.png,2022-07-07T16:02:47,Loves a Bo0gie,439387,"[{'name': 'Ochos Rios', 'nft_id': 23354}, {'name': 'The Beautiful', 'nft_id': 22158}]",0,0.0,12,0,12,0.0,0,0,0.0,False
0,Finney,exclusive,Rosy Brown,Z16,Mare,https://img.zed.run/horses/BC8F8F.png,2021-12-30T18:01:10,Slim Line,177244,"[{'name': 'Kristi Yamaguchi', 'nft_id': 74153}, {'name': 'Airlie Reward', 'nft_id': 3367}]",40,6.53,475,97,572,9.28,45,52,6.99,False
0,Finney,exclusive,Absolute Zero,Z10,Stallion,https://img.zed.run/horses/0048BA.png,2022-02-25T05:08:33,Tsu Surf,308318,"[{'name': 'Dank Diamondz', 'nft_id': 190364}, {'name': 'Keep It 100', 'nft_id': 13853}]",7,8.86,79,0,79,0.0,8,3,8.86,False
0,Buterin,legendary,AO,Z17,Filly,https://img.zed.run/horses/008000.png,2022-07-07T16:07:40,Shoulda Saved My Money,439393,"[{'name': 'Ochos Rios', 'nft_id': 23354}, {'name': 'Galant Nuit', 'nft_id': 20384}]",4,5.8,69,0,69,0.0,1,8,5.8,False
0,Szabo,legendary,Azure Mist,Z7,Stallion,https://img.zed.run/horses/F0FFFF.png,2021-12-30T18:21:09,Killer Deal,177250,"[{'name': 'Welcome To The World', 'nft_id': 13691}, {'name': 'Punch In the Face', 'nft_id': 12941}]",51,12.79,219,191,410,12.04,30,32,12.44,False
0,Szabo,exclusive,Sienna,Z12,Stallion,https://img.zed.run/horses/3C1414.png,2021-12-30T18:26:16,Bar 12,177251,"[{'name': 'Hold The Mustard', 'nft_id': 75744}, {'name': 'Catch The Wave', 'nft_id': 71649}]",43,6.76,621,14,635,7.14,55,62,6.77,False
0,Buterin,exclusive,Destiny,Z27,Colt,https://img.zed.run/horses/872657.png,2022-07-07T16:25:49,Able Eric,439405,"[{'name': 'Mr Mcsweeney', 'nft_id': 100772}, {'name': 'Enactment', 'nft_id': 28603}]",14,7.5,40,79,119,13.92,13,8,11.76,False
0,Buterin,genesis,AO,Z10,Mare,https://img.zed.run/horses/008000.png,2021-07-10T08:03:16,Defining Discipline,46195,[],1,0.0,23,42,65,2.38,4,6,1.54,False
0,Buterin,genesis,China Pink,Z10,Stallion,https://img.zed.run/horses/DE6FA1.png,2021-07-10T08:03:16,Past Is Prologue,46196,[],7,7.37,95,1,96,0.0,3,5,7.29,False
0,Szabo,exclusive,Oval Orchid,Z12,Colt,https://img.zed.run/horses/DA70D6.png,2022-07-07T16:42:52,Up Tight,439413,"[{'name': 'Innessa the Messa', 'nft_id': 37973}, {'name': 'The Coffin Victory', 'nft_id': 26327}]",6,4.2,143,1,144,0.0,10,16,4.17,False
0,Szabo,exclusive,Destiny,Z7,Colt,https://img.zed.run/horses/872657.png,2022-07-07T16:43:25,Mayor Of Slamtown,439414,"[{'name': 'La Mayorista', 'nft_id': 181306}, {'name': 'The Coffin Victory', 'nft_id': 26327}]",3,4.0,75,0,75,0.0,9,5,4.0,False
0,Szabo,exclusive,Field Drab,Z8,Filly,https://img.zed.run/horses/6C541E.png,2022-07-07T16:44:06,Victory flight,439415,"[{'name': 'Flight Of The Bumblebee', 'nft_id': 190606}, {'name': 'The Coffin Victory', 'nft_id': 26327}]",1,2.38,42,4,46,0.0,4,6,2.17,False
